event,barcode,charge,pt,d0
2549,10001,-1,5642.19,18.3716
2550,10001,-1,7100.58,16.4105
2551,10001,-1,5223.87,76.8507
2552,10001,1,6417.24,63.3682
2553,10001,1,5250.53,-85.9488
2554,10001,-1,19549.7,24.9653
2555,10001,1,7181.78,-68.0174
2556,10001,1,10544.2,91.3774
2557,10001,1,5564.42,75.0545
2558,10001,-1,9378.26,-1.96104
2559,10001,-1,7025.91,72.2897
2560,10001,1,11532.3,24.2515
2561,10001,-1,8914.92,-93.9662
2562,10001,1,6752.55,-13.1864
2563,10001,-1,8874.95,-15.7506
2564,10001,1,8223.5,10.4898
2565,10001,1,10318.5,88.3834
2566,10001,-1,7524.68,2.78179
2567,10001,-1,5517.08,42.011
2568,10001,1,9279.61,-3.81979
2569,10001,1,10105.5,94.8008
2570,10001,1,20393.1,-89.5151
2571,10001,-1,36942.2,49.9726
2572,10001,1,79836.5,41.3312
2573,10001,-1,5284.85,92.0643
2574,10001,1,8712.68,57.6848
2575,10001,1,7106.97,-8.41832
2576,10001,1,24554.9,33.0426
2577,10001,1,32078.2,-5.27283
2578,10001,-1,20830.7,57.9421
2579,10001,1,7039.61,-51.5491
2580,10001,-1,8230.76,-4.84074
2581,10001,1,32504.9,-55.6326
2582,10001,-1,7341.08,55.2786
2583,10001,-1,7989.08,-22.8995
2584,10001,1,7493.57,-73.0967
2585,10001,1,59715.1,-55.4613
2586,10001,1,7336.9,-68.4192
2587,10001,1,9399.91,-61.166
2588,10001,-1,23403,37.7602
2589,10001,-1,14151.9,-96.5681
2590,10001,-1,5009.52,41.628
2591,10001,1,6954.8,51.9326
2592,10001,1,5396.44,10.3772
2593,10001,1,11042.8,-39.374
2594,10001,-1,16719,78.1399
2595,10001,-1,10328.2,-48.3287
2596,10001,1,22234.3,13.2264
2597,10001,1,5270.63,34.874
2598,10001,-1,17179.4,5.59427
2599,10001,-1,16834,-60.4223
2600,10001,-1,17140,-82.5679
2601,10001,1,9682,88.8668
2602,10001,-1,6676.19,-49.6675
2603,10001,1,5927.24,18.6365
2604,10001,-1,8820.55,-33.4219
2605,10001,-1,9782.72,-94.5962
2606,10001,-1,5722.48,-32.3509
2607,10001,-1,6618.23,-92.5225
2608,10001,-1,43537.2,65.1515
2609,10001,-1,18375.1,53.0296
2610,10001,-1,10233,-28.649
2611,10001,1,68453.4,72.2384
2612,10001,1,10786,-56.4846
2613,10001,-1,9199.4,18.584
2614,10001,-1,12149.4,42.9536
2615,10001,1,8557.65,96.6828
2616,10001,1,30292.9,-79.0935
2617,10001,1,5930.19,-99.8929
2618,10001,1,262369,-71.2711
2619,10001,1,5575.37,-67.8133
2620,10001,-1,69583.2,48.3512
2621,10001,1,5284.95,-68.1064
2622,10001,1,13442.6,-21.2721
2623,10001,1,370489,23.4333
2624,10001,-1,22633.6,73.3291
2625,10001,-1,7713.09,89.398
2626,10001,1,91956.7,-47.2565
2627,10001,1,20041.2,37.8519
2628,10001,1,14162.8,38.5564
2629,10001,1,11639.1,92.2616
2630,10001,1,7129.12,-49.1968
2631,10001,1,13366.6,-68.5413
2632,10001,-1,5464.17,-85.4435
2633,10001,1,5475.73,58.0355
2634,10001,1,11847.8,-77.4443
2635,10001,-1,16593.8,-34.1084
2636,10001,1,32210,-79.5394
2637,10001,1,14581.7,52.4933
2638,10001,1,527721,42.6616
2639,10001,1,10883.3,-86.6911
2640,10001,1,6481.57,39.751
2641,10001,1,16932.1,-92.5998
2642,10001,-1,6840.99,20.0795
2643,10001,-1,5552.87,-76.9705
2644,10001,1,5753.33,-5.28483
2645,10001,-1,6097.61,59.9382
2646,10001,-1,5059.36,72.626
2647,10001,1,8601.04,-79.751
2648,10001,1,5159.9,-25.3274
2649,10001,1,33591.2,-81.2366
2650,10001,-1,21323.9,-40.4357
2651,10001,-1,8795.97,44.8195
2652,10001,1,11679.4,57.9523
2653,10001,1,6591,29.7366
2654,10001,-1,13534.8,-22.2422
2655,10001,1,19273.9,-94.1308
2656,10001,1,5775.21,-96.8796
2657,10001,1,8082.07,-86.631
2658,10001,-1,7545.68,9.31953
2659,10001,-1,6814.02,20.57
2660,10001,-1,5450.4,98.9197
2661,10001,-1,5312.33,-9.31436
2662,10001,-1,6048.24,-91.6933
2663,10001,1,10115.1,-6.3585
2664,10001,1,6517.72,-76.6572
2665,10001,1,7395.9,-47.6035
2666,10001,1,656288,-76.4392
2667,10001,1,12897.8,25.0199
2668,10001,1,33432.7,78.904
2669,10001,1,7334.02,-37.4318
2670,10001,-1,6400.2,-89.3603
2671,10001,-1,5428.43,51.3796
2672,10001,-1,14321.6,-35.8525
2673,10001,-1,31709.9,-7.31939
2674,10001,1,9325.6,-24.0754
2675,10001,-1,16344.3,-57.2009
2676,10001,1,15937.1,-35.2986
2677,10001,1,5064.62,1.16977
2678,10001,1,8042.63,61.6227
2679,10001,1,14510.8,-42.6567
2680,10001,1,5405.94,55.3107
2681,10001,-1,7788.41,99.0204
2682,10001,1,5279.38,-83.0643
2683,10001,1,7289.89,71.8152
2684,10001,-1,6690.38,-57.8119
2685,10001,-1,6457.71,-86.8439
2686,10001,-1,23717.2,-82.4411
2687,10001,-1,8701.78,-5.59042
2688,10001,1,15946.8,97.7679
2689,10001,-1,5103.65,-12.6088
2690,10001,-1,5046.62,-6.93952
2691,10001,-1,6730.29,71.3788
2692,10001,-1,5993.05,-12.2101
2693,10001,-1,15954.5,64.4681
2694,10001,-1,5317.58,-7.10366
2695,10001,1,7084.68,47.3136
2696,10001,1,6907.79,-96.9375
2697,10001,1,10817,-18.0862
2698,10001,1,17207.1,84.1847
2699,10001,-1,6419.2,23.5194
2700,10001,-1,5058.82,70.3597
2701,10001,-1,10904.2,-57.7739
2702,10001,1,5341.71,-39.1212
2703,10001,-1,5322.14,96.699
2704,10001,-1,5142.23,54.1948
2705,10001,1,6581.03,-42.6783
2706,10001,1,122497,-47.1952
2707,10001,-1,6145.76,-64.943
2708,10001,1,9155.1,-60.4332
2709,10001,1,7927.26,12.3498
2710,10001,1,26103.1,-84.3834
2711,10001,1,19978.8,-63.7256
2712,10001,-1,5163.53,65.8949
2713,10001,1,6759.15,-78.6135
2714,10001,-1,8258.25,7.45006
2715,10001,-1,34293.2,89.4221
2716,10001,-1,18779.9,-64.8798
2717,10001,1,33279.8,-43.1445
2718,10001,1,5902.62,-81.9832
2719,10001,-1,74771.5,43.9967
2720,10001,-1,10379.9,33.0377
2721,10001,-1,11446.1,27.8409
2722,10001,1,7469.92,96.2304
2723,10001,1,8107.68,-9.882
2724,10001,-1,18017.7,64.6366
2725,10001,1,17885.8,64.6471
2726,10001,-1,10201.1,-39.1172
2727,10001,-1,6053.49,-46.7812
2728,10001,1,6327.3,-60.6377
2729,10001,1,11161.7,-56.9488
2730,10001,1,17033.1,27.7193
2731,10001,-1,5261.21,61.9659
2732,10001,1,227498,15.0741
2733,10001,1,5169.79,91.3305
2734,10001,1,8046.38,-44.352
2735,10001,1,33243.9,-29.6242
2736,10001,1,6722.03,82.8834
2737,10001,-1,11873.5,7.37105
2738,10001,-1,16941.8,78.3007
2739,10001,-1,39539.7,89.7947
2740,10001,1,5664.88,-73.9623
2741,10001,1,7188.52,77.8817
2742,10001,-1,12939.2,-59.6498
2743,10001,-1,17403.7,53.9406
2744,10001,1,10674.7,68.4315
2745,10001,-1,15527.7,61.9948
2746,10001,-1,5655.41,-77.2719
2747,10001,1,7459.33,3.03744
2748,10001,1,11069.5,-87.9719
2749,10001,-1,5957.73,-97.8506
2750,10001,-1,20606.3,38.0465
2751,10001,1,5258.16,60.5233
2752,10001,1,48348.5,-52.2338
2753,10001,-1,11605.1,8.92958
2754,10001,1,17773.1,-67.2755
2755,10001,1,5328.77,-39.2974
2756,10001,-1,22155.5,-76.9123
2757,10001,-1,5263.26,-32.3654
2758,10001,-1,20678,58.4161
2759,10001,1,7563.45,42.1041
2760,10001,-1,13288.7,-86.9158
2761,10001,-1,10450.5,19.6085
2762,10001,-1,5334.36,62.3301
2763,10001,-1,12827.4,81.6581
2764,10001,1,7610.12,51.9793
2765,10001,1,9080.76,6.83262
2766,10001,1,8095.6,49.0734
2767,10001,1,6701.34,89.4693
2768,10001,-1,5232.1,49.4148
2769,10001,-1,33674.4,-70.8674
2770,10001,-1,36189.5,66.5406
2771,10001,-1,16379.1,19.6137
2772,10001,-1,16013.1,53.563
2773,10001,1,5008.32,-46.4584
2774,10001,1,12749.2,-81.9489
2775,10001,-1,8513.1,-57.2063
2776,10001,1,6516.95,-18.8524
2777,10001,1,7253.41,44.0767
2778,10001,-1,7456.8,-90.4525
2779,10001,-1,69056.7,9.38017
2780,10001,1,15029.4,-28.7315
2781,10001,-1,18969.6,-54.1161
2782,10001,-1,7065.73,79.0948
2783,10001,-1,5086.37,-10.4474
2784,10001,1,19598.5,-63.414
2785,10001,-1,17447.1,29.9611
2786,10001,1,11186.6,25.4695
2787,10001,-1,13063,72.3792
2788,10001,-1,18664.2,42.8473
2789,10001,-1,13111.2,-92.1338
2790,10001,1,5367.95,75.4045
2791,10001,-1,9849.94,-68.0584
2792,10001,-1,72608.9,-21.6622
2793,10001,-1,216060,21.5319
2794,10001,-1,5162.2,54.0114
2795,10001,-1,7358.14,-30.5178
2796,10001,1,140571,74.5732
2797,10001,-1,5768.77,-82.1772
2798,10001,-1,27784.1,73.626
2799,10001,-1,9015.37,63.6885
2800,10001,1,15541,97.7255
2801,10001,1,10612.5,93.5477
2802,10001,-1,22129,17.6323
2803,10001,-1,18301.7,-80.1368
2804,10001,-1,9296.87,61.328
2805,10001,1,5257.94,-27.7537
2806,10001,-1,403387,1.21809
2807,10001,-1,7442.98,41.4323
2808,10001,-1,6922.62,-91.5983
2809,10001,1,16224.9,12.1659
2810,10001,-1,5365.25,-84.0536
2811,10001,1,9887.31,40.371
2812,10001,-1,9503.49,-65.4104
2813,10001,1,19335.8,-43.8357
2814,10001,1,11102.7,-96.4038
2815,10001,-1,102757,82.5266
2816,10001,-1,5137.08,-2.508
2817,10001,-1,206149,-76.6407
2818,10001,1,14313.9,30.2639
2819,10001,1,83009.1,-12.825
2820,10001,1,7598.67,-83.6639
2821,10001,-1,7845.96,73.7514
2822,10001,1,67245,29.6403
2823,10001,1,25536.8,-33.0763
2824,10001,-1,44977.5,-11.1583
2825,10001,1,8817.56,-49.3648
2826,10001,1,12736,68.1338
2827,10001,1,7278.25,88.5345
2828,10001,1,8301.03,39.2138
2829,10001,1,28627.4,-77.0837
2830,10001,-1,5126.71,27.3317
2831,10001,1,6797.11,72.7489
2832,10001,-1,5898.38,-55.8417
2833,10001,-1,12188.9,8.45417
2834,10001,1,13562.8,25.3618
2835,10001,-1,21186.4,90.8199
2836,10001,1,29886.2,-43.6908
2837,10001,-1,19750.1,-57.9727
2838,10001,1,6811.1,40.4553
2839,10001,1,5130.26,-55.3991
2840,10001,-1,15167.9,-76.9121
2841,10001,1,7226.68,6.84356
2842,10001,-1,9821.91,-26.658
2843,10001,1,7177.57,92.1204
2844,10001,-1,7140.43,61.4083
2845,10001,-1,10833.9,50.9277
2846,10001,-1,26339.5,23.2425
2847,10001,1,24498.2,-62.852
2848,10001,1,242071,52.6237
2849,10001,-1,23967.7,54.8483
2850,10001,-1,5423.8,97.399
2851,10001,-1,44151.1,17.4071
2852,10001,1,13140.7,86.5432
2853,10001,1,15709.2,-59.5617
2854,10001,-1,5765.71,-87.6419
2855,10001,1,7789.36,-43.8994
2856,10001,1,7802.07,96.85
2857,10001,-1,9778.02,-59.9869
2858,10001,-1,5195.16,11.419
2859,10001,-1,27508.2,-37.1901
2860,10001,1,5633.55,37.7779
2861,10001,1,49682.4,3.81379
2862,10001,1,11335.9,45.2097
2863,10001,-1,5740.73,19.5238
2864,10001,1,5606.95,90.0107
2865,10001,-1,5817.15,24.7551
2866,10001,1,6144.91,-63.8327
2867,10001,1,9862.5,-93.1862
2868,10001,-1,5924.75,62.3155
2869,10001,1,552230,53.0997
2870,10001,-1,20138.2,-85.1219
2871,10001,1,10898.2,-20.4916
2872,10001,1,20594.1,-83.7148
2873,10001,-1,9638.07,-66.5405
2874,10001,1,5438.58,-28.8224
2875,10001,1,9886.16,9.58457
2876,10001,-1,156048,-57.1927
2877,10001,1,13981.3,86.4237
2878,10001,-1,8593.47,41.4785
2879,10001,-1,11920,-73.7841
2880,10001,-1,8901.89,-95.5942
2881,10001,-1,15939.1,37.2911
2882,10001,-1,5973.79,-75.6524
2883,10001,-1,21216.4,-29.3403
2884,10001,1,5312.95,-0.732206
2885,10001,-1,101801,-61.801
2886,10001,-1,8015.64,19.3299
2887,10001,-1,37080.9,-89.113
2888,10001,-1,8796.71,-70.3294
2889,10001,1,12353.3,84.1247
2890,10001,-1,23002.6,-49.3641
2891,10001,-1,15632.4,-67.246
2892,10001,-1,10191.9,-78.3093
2893,10001,-1,7292.15,-3.66978
2894,10001,1,18515.7,-39.1102
2895,10001,1,6255.52,59.6925
2896,10001,1,49936.9,77.932
2897,10001,-1,10468.1,-76.2441
2898,10001,-1,9352.82,-64.4215
2899,10001,1,8537.97,-44.5987
2900,10001,-1,8868.7,76.7747
2901,10001,1,9699.85,-72.0755
2902,10001,1,5515.99,-11.1464
2903,10001,-1,5240.41,-3.97046
2904,10001,1,5640.92,-78.0682
2905,10001,1,7661.07,18.1501
2906,10001,1,13292.3,31.4376
2907,10001,-1,37649.6,-28.8858
2908,10001,-1,5464.49,-44.3423
2909,10001,-1,65268.4,-91.2386
2910,10001,1,8849.73,33.8707
2911,10001,-1,13768.4,-0.159728
2912,10001,1,5161.32,31.9382
2913,10001,1,12941.9,-13.8432
2914,10001,1,6258.5,-9.72473
2915,10001,-1,6081.82,-64.8794
2916,10001,-1,17997.6,38.6072
2917,10001,-1,5990.68,-78.1709
2918,10001,1,76053.1,-21.4959
2919,10001,1,7332.21,-48.2325
2920,10001,-1,6268.27,-85.6845
2921,10001,1,17727,-26.0836
2922,10001,-1,10951.8,-26.5741
2923,10001,-1,6536.44,81.349
2924,10001,-1,13583.5,76.9011
2925,10001,-1,13730.5,10.0779
2926,10001,1,5309.38,-71.1268
2927,10001,1,25728.2,60.743
2928,10001,-1,16692.5,10.3541
2929,10001,-1,15904.2,-86.9217
2930,10001,-1,5214.65,53.1781
2931,10001,1,6579.92,31.0021
2932,10001,-1,6655.82,64.9847
2933,10001,1,22044.7,76.6837
2934,10001,-1,13752.4,-69.4937
2935,10001,-1,27109.6,54.242
2936,10001,-1,10263.6,-93.9909
2937,10001,-1,13790,60.133
2938,10001,-1,9498.04,4.09108
2939,10001,1,6210.41,19.8232
2940,10001,1,7974.52,44.2913
2941,10001,1,7516.67,13.7181
2942,10001,-1,24679.4,-62.2658
2943,10001,-1,20362.7,47.2648
2944,10001,1,64368.1,-70.6188
2945,10001,1,13786.6,30.112
2946,10001,-1,439178,-7.77892
2947,10001,1,12914.9,-77.6446
2948,10001,1,9768.21,-2.68825
2949,10001,1,33296.9,80.2864
2950,10001,-1,5224.88,47.1263
2951,10001,1,36327.2,32.5342
2952,10001,1,27281.7,30.7727
2953,10001,-1,9969.14,-54.6111
2954,10001,1,9444.8,51.0694
2955,10001,-1,5918.37,-75.9468
2956,10001,1,15310.6,-90.5401
2957,10001,-1,7766.76,36.9223
2958,10001,1,70224.1,-92.1308
2959,10001,-1,42729.1,13.3042
2960,10001,-1,10312.8,-26.459
2961,10001,-1,17417.5,11.7557
2962,10001,1,10769.9,-82.148
2963,10001,1,6101.07,-87.2354
2964,10001,1,11193.2,6.17427
2965,10001,1,5167.27,-98.1175
2966,10001,-1,7930.32,-55.4285
2967,10001,-1,13404.2,94.9435
2968,10001,-1,18367.3,-36.2809
2969,10001,-1,11493.1,70.2899
2970,10001,1,12179.9,34.5812
2971,10001,-1,7590.93,17.688
2972,10001,1,13499.9,-89.9089
2973,10001,-1,37281.3,-29.0791
2974,10001,-1,6256.3,76.2742
2975,10001,-1,13890.6,71.4735
2976,10001,-1,266211,-26.1948
2977,10001,-1,5153.7,19.1098
2978,10001,-1,44356.1,-20.5562
2979,10001,-1,11013.7,79.603
2980,10001,-1,12641.5,3.18662
2981,10001,1,14527,-89.4055
2982,10001,-1,37409.8,33.8809
2983,10001,1,122834,52.0537
2984,10001,-1,7059.5,5.859
2985,10001,-1,15577.4,15.0929
2986,10001,-1,29146,11.9437
2987,10001,-1,9902.38,38.3987
2988,10001,-1,7856.46,68.981
2989,10001,-1,10609.2,18.782
2990,10001,1,13434.3,-15.6805
2991,10001,1,149442,98.203
2992,10001,-1,12299.4,-22.1627
2993,10001,1,6708.27,33.7747
2994,10001,1,7857,12.4791
2995,10001,1,7941.2,43.2921
2996,10001,1,11031.2,-67.6036
2997,10001,1,25122.1,33.9486
2998,10001,-1,11560.5,57.6572
2999,10001,1,12572.3,37.9678
3000,10001,1,5009.98,27.1002
3001,10001,-1,5479.28,71.0617
3002,10001,-1,7158.81,-9.64229
3003,10001,-1,6048.46,51.0146
3004,10001,1,16740.5,-20.0363
3005,10001,1,89414,74.5953
3006,10001,1,334033,-43.466
3007,10001,1,7606.56,-71.6202
3008,10001,1,34786.9,60.5103
3009,10001,1,18104.5,-47.5467
3010,10001,-1,6561.81,19.2801
3011,10001,1,14394.5,80.0439
3012,10001,1,6172.02,33.9065
3013,10001,1,15677.7,11.9786
3014,10001,-1,46963.3,-69.7782
3015,10001,1,8572.64,13.2473
3016,10001,-1,11493.3,17.0931
3017,10001,-1,14515.1,-7.33783
3018,10001,-1,10666.5,21.6808
3019,10001,1,6365.17,78.0881
3020,10001,-1,5918.41,49.2742
3021,10001,1,15856,80.4084
3022,10001,1,6631.3,38.4339
3023,10001,1,47494.8,60.7539
3024,10001,-1,14789.1,-78.7689
3025,10001,1,9496.51,91.076
3026,10001,-1,6465.9,-87.1542
3027,10001,1,5100.26,-63.4572
3028,10001,1,7986.96,-29.0831
3029,10001,1,6113.29,90.398
3030,10001,1,16661.1,-97.2911
3031,10001,-1,32981.7,5.21911
3032,10001,1,17937.1,-84.5481
3033,10001,-1,6666.79,-16.6262
3034,10001,1,7251.48,-84.5045
3035,10001,1,9479.3,78.6328
3036,10001,-1,5576.84,-79.7237
3037,10001,1,10093.8,-50.4569
3038,10001,-1,29138.4,94.624
3039,10001,-1,6089.59,-74.2092
3040,10001,1,5568.1,-30.1105
3041,10001,1,9103.48,55.9748
3042,10001,1,6824.81,48.9766
3043,10001,-1,6387.95,30.6819
3044,10001,-1,5949.13,-36.5287
3045,10001,1,6638.11,23.6505
3046,10001,1,23531.8,80.4801
3047,10001,1,11394.9,-91.5996
3048,10001,1,8822.55,-57.059
3049,10001,-1,5709.35,-63.7911
3050,10001,-1,14696.9,75.9807
3051,10001,1,492225,-83.7294
3052,10001,1,8333.71,86.8785
3053,10001,-1,23650.1,-36.3446
3054,10001,-1,6086.23,17.5173
3055,10001,-1,8812.01,55.2949
3056,10001,-1,18212,28.82
3057,10001,-1,37754.3,70.4889
3058,10001,-1,6592.03,71.292
3059,10001,1,5277.59,-40.6525
3060,10001,-1,21156.5,54.7506
3061,10001,1,5526.98,-95.4603
3062,10001,1,20760.5,-68.1807
3063,10001,1,23281.7,53.485
3064,10001,1,6392.52,98.2456
3065,10001,-1,6611.45,41.1384
3066,10001,1,19679.7,79.2995
3067,10001,-1,8400.13,-38.5352
3068,10001,1,5041.26,-80.2303
3069,10001,1,12187.3,78.9634
3070,10001,1,9593.94,38.8351
3071,10001,-1,11199.5,46.4111
3072,10001,-1,5210.34,-82.2351
3073,10001,1,5171.14,15.3275
3074,10001,-1,6419.64,66.9804
3075,10001,1,8647.41,20.694
3076,10001,1,13773.9,44.1723
3077,10001,-1,5337.83,-73.7402
3078,10001,1,13332.3,99.6641
3079,10001,-1,5012.18,16.1651
3080,10001,1,7146.58,-56.4497
3081,10001,1,11136,-30.6084
3082,10001,1,27156.4,-77.8664
3083,10001,1,16303.7,0.636646
3084,10001,1,8313.39,-79.291
3085,10001,-1,5866.8,89.0974
3086,10001,-1,9783.31,33.5603
3087,10001,-1,5145.89,-17.4596
3088,10001,1,29399.1,28.1694
3089,10001,1,6506.32,0.704556
3090,10001,-1,8743.05,-86.6656
3091,10001,-1,19057.3,-47.7593
3092,10001,-1,539228,-22.179
3093,10001,1,12701.5,-54.2911
3094,10001,-1,5296.78,-52.4394
3095,10001,1,229951,32.4099
3096,10001,1,9844.06,-61.2551
3097,10001,1,8554.93,95.6829
3098,10001,-1,19879.7,-73.2752
3099,10001,1,11642.2,12.9331
3100,10001,1,5428.13,-49.7797
3101,10001,-1,5551.29,86.1341
3102,10001,1,13800.2,77.3924
3103,10001,-1,11615.6,-40.4183
3104,10001,-1,40309.6,-86.1945
3105,10001,-1,13174.5,42.625
3106,10001,-1,16012.9,66.1301
3107,10001,1,22495.6,11.3977
3108,10001,1,10177.6,88.3806
3109,10001,-1,7684.43,-2.76708
3110,10001,-1,17351.6,-30.4238
3111,10001,-1,19915.4,61.783
3112,10001,1,64196.3,73.5492
3113,10001,1,5939.68,59.3817
3114,10001,-1,12047.3,-75.8478
3115,10001,-1,7053.13,41.5124
3116,10001,-1,11596.6,50.6379
3117,10001,1,37637.5,54.1437
3118,10001,1,7035.1,30.5448
3119,10001,1,6349.33,77.5368
3120,10001,1,11199.5,-88.2885
3121,10001,-1,8680.07,32.1829
3122,10001,-1,9694.62,-0.807101
3123,10001,-1,6692.34,-96.9929
3124,10001,-1,11969.5,-72.3521
3125,10001,-1,22816,-64.0875
3126,10001,1,9055.55,-64.1965
3127,10001,-1,7750.66,-65.8612
3128,10001,-1,5290.18,78.3352
3129,10001,1,10278.4,44.6231
3130,10001,1,62555.1,-29.2868
3131,10001,-1,591608,-79.3716
3132,10001,-1,22898.4,-66.3215
3133,10001,1,24678.7,-39.6933
3134,10001,1,6976.51,89.9762
3135,10001,-1,10063.8,87.1734
3136,10001,-1,6138.78,98.6607
3137,10001,1,24473,-73.8722
3138,10001,1,13114.7,78.6063
3139,10001,1,67899.3,98.7756
3140,10001,-1,10619.6,-58.1186
3141,10001,1,18452.7,47.7728
3142,10001,-1,6121.64,64.7434
3143,10001,-1,31421.8,-58.6155
3144,10001,-1,20247.7,-12.8668
3145,10001,1,12181.6,82.7216
3146,10001,-1,39729.5,-0.424064
3147,10001,-1,5081.56,89.051
3148,10001,-1,5276.08,-17.2874
3149,10001,-1,7960.36,15.3077
3150,10001,-1,22428.4,-34.8576
3151,10001,-1,11733,-60.7501
3152,10001,-1,5119.06,-99.4901
3153,10001,1,31970.4,59.382
3154,10001,1,14297.2,42.0429
3155,10001,-1,5084.27,47.0819
3156,10001,-1,13796.8,-10.9307
3157,10001,-1,11096.9,56.0401
3158,10001,-1,8251.97,99.518
3159,10001,1,85519.5,-52.4382
3160,10001,1,50366.4,43.2818
3161,10001,1,6232.14,24.7002
3162,10001,1,10272.6,-71.6651
3163,10001,1,18047.9,13.3864
3164,10001,1,21548.5,28.6894
3165,10001,-1,8708.3,80.664
3166,10001,1,154807,49.9531
3167,10001,1,8767.54,46.6637
3168,10001,-1,7311.87,2.74754
3169,10001,1,8130.13,-63.0188
3170,10001,1,9936.53,-10.4316
3171,10001,1,10386.9,59.7434
3172,10001,1,6896.88,-36.4682
3173,10001,-1,24572.2,26.1158
3174,10001,1,5307.7,90.045
3175,10001,-1,11101.8,-0.861855
3176,10001,1,21213.4,85.6687
3177,10001,1,5488.25,9.99392
3178,10001,-1,9612.5,87.4364
3179,10001,1,31513.9,52.2286
3180,10001,1,33138.2,-99.0383
3181,10001,-1,6820.39,46.0058
3182,10001,-1,10346.5,-8.7683
3183,10001,-1,12413.8,-18.6056
3184,10001,1,119464,99.3862
3185,10001,-1,8480.34,-24.0531
3186,10001,1,11671.8,-39.5046
3187,10001,1,83237.1,7.78535
3188,10001,-1,5676.17,18.3204
3189,10001,-1,5857.93,-21.861
3190,10001,-1,6001.4,14.4274
3191,10001,-1,13452.8,-96.683
3192,10001,-1,12537.4,86.3392
3193,10001,-1,10332.9,-37.0276
3194,10001,-1,8596.89,-80.9835
3195,10001,1,5781.88,44.8987
3196,10001,-1,33680.5,29.5064
3197,10001,1,11461.7,49.1097
3198,10001,1,5451.23,92.277
3199,10001,-1,8464.34,66.777
3200,10001,1,8254.4,69.2947
3201,10001,1,9972.92,-87.2607
3202,10001,1,8434.75,93.1251
3203,10001,1,5519.57,-49.6009
3204,10001,-1,6078.78,-18.6442
3205,10001,-1,9958.22,35.2726
3206,10001,-1,60972.9,39.271
3207,10001,-1,7926.28,52.5685
3208,10001,1,9527.35,6.14585
3209,10001,1,5241.52,-99.7387
3210,10001,-1,81854.3,-36.5469
3211,10001,-1,7099.73,3.50237
3212,10001,-1,48251.1,39.4342
3213,10001,-1,9552.56,-68.0056
3214,10001,1,44053.9,97.1695
3215,10001,-1,6161.88,-48.7163
3216,10001,1,5080.13,72.6504
3217,10001,-1,7669.37,68.9367
3218,10001,-1,8213.44,35.055
3219,10001,-1,5119.75,88.3071
3220,10001,-1,11160.6,0.52994
3221,10001,-1,28331.5,95.18
3222,10001,1,6559.27,-97.5994
3223,10001,-1,5115.17,67.0183
3224,10001,-1,7393.25,96.1085
3225,10001,-1,264875,58.9354
3226,10001,1,10312.4,52.6738
3227,10001,-1,5616.87,-81.7438
3228,10001,-1,6768.66,-85.3047
3229,10001,1,8910.69,61.2661
3230,10001,-1,5151.97,58.1557
3231,10001,-1,137716,53.3937
3232,10001,-1,194412,-50.0778
3233,10001,1,10227.7,75.9048
3234,10001,-1,9167.12,85.8811
3235,10001,1,25028.1,-57.2132
3236,10001,-1,5164.73,-56.0368
3237,10001,1,32841.9,46.1322
3238,10001,1,50455.3,-90.3266
3239,10001,-1,39592.8,19.2227
3240,10001,1,5678.62,20.6931
3241,10001,1,26119,94.794
3242,10001,-1,5147.4,91.2581
3243,10001,-1,10562.5,73.8682
3244,10001,1,9757.81,-59.2314
3245,10001,-1,5140.9,60.7061
3246,10001,-1,9209.85,-19.3695
3247,10001,-1,6229.85,-83.0268
3248,10001,1,8011.45,19.8487
3249,10001,-1,6116.14,98.4387
3250,10001,-1,18236.8,-75.2942
3251,10001,-1,6361.66,-48.4599
3252,10001,1,9012.34,-88.8227
3253,10001,1,41308.7,29.2073
3254,10001,1,9696.35,22.2077
3255,10001,1,5902.12,77.9139
3256,10001,-1,20006.6,-71.9525
3257,10001,-1,11369.4,31.5572
3258,10001,1,6736.48,-57.5672
3259,10001,1,8591.83,-78.5825
3260,10001,-1,6684.68,9.78994
3261,10001,-1,7145.09,-75.5477
3262,10001,-1,63875.7,37.7941
3263,10001,-1,5308.87,44.0397
3264,10001,-1,35354.7,22.661
3265,10001,1,8497.93,-50.1256
3266,10001,-1,147858,94.328
3267,10001,-1,5417.9,23.5725
3268,10001,1,17010.4,62.9618
3269,10001,-1,5186.86,33.1034
3270,10001,1,6113.14,41.2918
3271,10001,-1,21713.4,85.9976
3272,10001,-1,15710.9,-6.13575
3273,10001,1,5013.87,72.8734
3274,10001,1,14213.6,65.8555
3275,10001,1,5665.72,31.1557
3276,10001,1,5749.65,27.0735
3277,10001,1,8448.81,-58.6191
3278,10001,1,13403.8,-69.5539
3279,10001,1,16444.6,-42.9493
3280,10001,-1,29917.8,78.6601
3281,10001,1,11570.1,-56.6666
3282,10001,-1,13590.7,12.7052
3283,10001,1,16453.3,4.29842
3284,10001,1,7154.3,-24.477
3285,10001,-1,8810.51,-45.2776
3286,10001,-1,8258.67,54.5216
3287,10001,1,9597.28,-49.1192
3288,10001,1,27483.8,-37.805
3289,10001,1,9405.58,22.8864
3290,10001,1,589828,-1.26558
3291,10001,1,5633.07,82.8578
3292,10001,-1,5233.86,-53.3442
3293,10001,1,15917.3,-94.9721
3294,10001,1,23867.5,19.9478
3295,10001,-1,13485.5,67.7681
